2018-10-04T07:10:18.460-0400 ERROR BEGIN UNLOGGED BATCH
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 05:52:38.685', 6,15312357,557074.61,545.791);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:08:42.986', 8,4973175,322381.14,126.934);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:08:43.987', 8,5047110,322381.14,126.934);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:08:44.988', 8,5104863,322381.14,126.934);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:08:45.989', 8,5158989,322381.14,126.934);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:08:46.990', 8,5237946,322381.14,126.934);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:08:47.991', 8,5291235,322381.14,126.934);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:08:48.992', 8,5362380,322381.14,126.934);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:08:49.994', 8,5432688,322381.14,126.934);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:08:50.995', 8,5514156,322381.14,126.934);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:08:51.996', 8,5595903,322381.14,126.934);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:08:52.997', 8,5661189,322381.14,126.934);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:08:53.998', 8,5737077,322381.14,126.934);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:08:54.999', 8,5808501,322381.14,126.934);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:08:56.000', 8,5903082,322381.14,126.934);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:08:57.001', 8,5995989,322381.14,126.934);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:08:58.003', 8,6092523,322381.14,126.934);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:08:59.004', 8,6147486,322381.14,126.934);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:09:00.005', 8,6206634,322381.14,126.934);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:09:01.006', 8,6276384,322381.14,126.934);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:09:02.007', 8,6345018,322381.14,126.934);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:09:03.008', 8,6408351,322381.14,126.934);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:09:04.009', 8,6487866,322381.14,126.934);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:09:05.010', 8,6543666,322381.14,126.934);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:09:06.011', 8,6622902,322381.14,126.934);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:09:07.012', 8,6684561,322381.14,126.934);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:09:08.014', 8,6735897,322381.14,126.934);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:09:09.018', 8,6792534,322381.14,126.934);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:09:10.020', 8,6863679,322381.14,126.934);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:09:11.021', 8,6937614,322381.14,126.934);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:09:12.022', 8,6997878,322381.14,126.934);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:09:13.023', 8,7079625,322381.14,126.934);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:09:14.024', 8,7147422,322381.14,126.934);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:09:15.025', 8,7205175,322381.14,126.934);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:09:16.026', 8,7247583,322381.14,126.934);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:09:17.027', 8,7317612,322381.14,126.934);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:09:18.028', 8,7390710,322381.14,126.934);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:09:19.029', 8,7445394,322381.14,126.934);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:09:20.030', 8,7486407,322381.14,126.934);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:09:21.031', 8,7566759,322381.14,126.934);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:09:22.032', 8,7637904,322381.14,126.934);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:09:23.033', 8,7710444,322381.14,126.934);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:09:24.034', 8,7796376,322381.14,126.934);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:09:25.035', 8,7871985,322381.14,126.934);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:09:26.036', 8,7949826,322381.14,126.934);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:09:27.037', 8,8047476,322381.14,126.934);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:09:28.038', 8,8117226,322381.14,126.934);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:09:29.039', 8,8199531,322381.14,126.934);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:09:30.040', 8,8289369,322381.14,126.934);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:09:31.041', 8,8361909,322381.14,126.934);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:09:32.042', 8,8433333,322381.14,126.934);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:09:33.043', 8,8481600,322381.14,126.934);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:09:34.044', 8,8569485,322381.14,126.934);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:09:35.046', 8,8644536,322381.14,126.934);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:09:36.047', 8,8706195,322381.14,126.934);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:09:37.048', 8,8768133,322381.14,126.934);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:09:38.051', 8,8812494,322381.14,126.934);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:09:39.052', 8,8897031,322381.14,126.934);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:09:40.053', 8,8944740,322381.14,126.934);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:09:41.054', 8,9006399,322381.14,126.934);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:09:42.055', 8,9090099,322381.14,126.934);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:09:43.057', 8,9149805,322381.14,126.934);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:09:44.058', 8,9212022,322381.14,126.934);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:09:45.059', 8,9269496,322381.14,126.934);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:09:46.060', 8,9336735,322381.14,126.934);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:09:47.061', 8,9386955,322381.14,126.934);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:09:48.062', 8,9434943,322381.14,126.934);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:09:49.063', 8,9495765,322381.14,126.934);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:09:50.065', 8,9557145,322381.14,126.934);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:09:51.066', 8,9619362,322381.14,126.934);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:09:52.067', 8,9695529,322381.14,126.934);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:09:53.068', 8,9773649,322381.14,126.934);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:09:54.069', 8,9845631,322381.14,126.934);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:09:55.070', 8,9893619,322381.14,126.934);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:09:56.071', 8,9982341,322381.14,126.934);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:09:57.072', 8,10024749,322381.14,126.934);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:09:58.073', 8,10094220,322381.14,126.934);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:09:59.074', 8,10164807,322381.14,126.934);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:10:00.075', 8,10223118,322381.14,126.934);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:10:01.076', 8,10298727,322381.14,126.934);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:10:02.077', 8,10367361,322381.14,126.934);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:10:03.078', 8,10435995,322381.14,126.934);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:10:04.079', 8,10495143,322381.14,126.934);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:10:05.080', 8,10535040,322381.14,126.934);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:10:06.081', 8,10596420,322381.14,126.934);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:10:07.082', 8,10661985,322381.14,126.934);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:10:08.084', 8,10707741,322381.14,126.934);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:10:09.085', 8,10776933,322381.14,126.934);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:10:10.094', 8,10849752,322381.14,126.934);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:10:11.095', 8,10934010,322381.14,126.934);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:10:12.117', 8,11000691,322381.14,126.934);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:10:13.118', 8,11048958,322381.14,126.934);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:10:14.119', 8,11105874,322381.14,126.934);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:10:15.120', 8,11143260,322381.14,126.934);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:10:16.121', 8,11218032,322381.14,126.934);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:10:17.122', 8,11262114,322381.14,126.934);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:10:18.123', 8,11303127,322381.14,126.934);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:10:19.124', 8,11360043,322381.14,126.934);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:10:20.125', 8,11418354,322381.14,126.934);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:10:21.126', 8,11483919,322381.14,126.934);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:10:22.127', 8,11514888,322381.14,126.934);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:10:23.128', 8,11569293,322381.14,126.934);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:10:24.129', 8,11637648,322381.14,126.934);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:10:25.130', 8,11698470,322381.14,126.934);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:10:26.131', 8,11762082,322381.14,126.934);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:10:27.132', 8,11823183,322381.14,126.934);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:10:28.133', 8,11877867,322381.14,126.934);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:10:29.135', 8,11946780,322381.14,126.934);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:10:30.136', 8,12012903,322381.14,126.934);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:10:31.137', 8,12081537,322381.14,126.934);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:10:32.138', 8,12148218,322381.14,126.934);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:10:33.139', 8,12225501,322381.14,126.934);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:10:34.140', 8,12278232,322381.14,126.934);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:10:35.141', 8,12342123,322381.14,126.934);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:10:36.142', 8,12384810,322381.14,126.934);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:10:37.143', 8,12444516,322381.14,126.934);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:10:38.146', 8,12498642,322381.14,126.934);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:10:39.147', 8,12549141,322381.14,126.934);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:10:40.148', 8,12602151,322381.14,126.934);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:10:41.149', 8,12664926,322381.14,126.934);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:10:42.150', 8,12726027,322381.14,126.934);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:10:43.151', 8,12773457,322381.14,126.934);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:10:44.153', 8,12828420,322381.14,126.934);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:10:45.154', 8,12917142,322381.14,126.934);
 INSERT INTO JmxMetrics.TestResults (timestamp, liveSSTableCount, allMemtablesLiveDataSize, readLatency95thPercentile, writeLatency95thPercentile)  VALUES ('2018-10-04 06:10:46.155', 8,12981312,322381.14,126.934);
